0;0
1;1
2;0
3;0
4;1
5;0
6;1
7;0
8;2
9;0
10;0
11;1
12;1
13;1
14;2
15;0
16;1
17;0
18;1
19;0
20;0
21;0
22;0
23;2
24;2
25;0
26;0
27;0
28;0
29;0
30;0
31;0
32;0
33;1
34;1
35;2
36;1
37;2
38;1
39;0
40;0
41;0
42;0
43;1
44;1
45;0
46;0
47;0
48;1
49;0
50;0
51;1
52;1
53;0
54;0
55;1
56;0
57;0
58;1
59;0
60;0
61;1
62;1
63;0
64;2
65;0
66;0
67;0
68;0
69;0
70;1
71;0
72;1
73;0
74;0
75;0
76;0
77;1
78;0
79;0
80;1
81;0
82;0
83;1
84;1
85;1
86;0
87;3
88;1
89;0
90;1
91;0
92;0
93;0
94;1
95;1
96;0
97;0
98;0
99;0
100;1
101;0
102;1
103;0
104;0
105;0
106;0
107;1
108;0
109;0
110;0
111;2
112;0
113;0
114;0
115;0
116;0
117;0
118;0
119;1
120;1
121;0
122;1
123;1
124;1
125;0
126;1
127;1
128;1
129;2
130;0
131;1
132;0
133;2
134;1
135;1
136;2
137;0
138;0
139;0
140;1
141;0
142;0
143;0
144;0
145;0
146;2
147;0
148;0
149;0
150;0
151;3
152;0
153;1
154;0
155;0
156;1
157;1
158;0
159;1
160;1
161;0
162;1
163;0
164;0
165;0
166;2
167;0
168;0
169;0
170;3
171;3
172;3
173;0
174;0
175;1
176;0
177;1
178;3
179;1
180;1
181;0
182;2
183;0
184;1
185;0
186;2
187;0
188;1
189;0
190;1
191;0
192;1
193;0
194;1
195;0
196;0
197;1
198;0
199;0
200;0
201;0
202;1
203;0
204;1
205;1
206;0
207;0
208;0
209;1
210;2
211;0
212;0
213;2
214;0
215;1
216;0
217;0
218;1
219;2
220;0
221;0
222;0
223;0
224;0
225;1
226;0
227;1
228;1
229;0
230;1
231;1
232;2
233;2
234;0
235;0
236;0
237;1
238;2
239;1
240;0
241;2
242;2
243;0
244;1
245;0
246;0
247;0
248;1
249;1
250;0
251;1
252;0
253;1
254;1
255;0
256;1
257;0
258;1
259;2
260;0
261;1
262;0
263;3
264;0
265;0
266;1
267;0
268;0
269;0
270;2
271;1
272;1
273;1
274;2
275;2
276;0
277;0
278;0
279;0
280;1
281;0
282;0
283;1
284;0
285;1
286;1
287;1
288;0
289;0
290;0
291;1
292;1
293;0
294;0
295;0
296;1
297;0
298;0
299;0
300;0
301;0
302;0
303;0
304;0
305;0
306;1
307;0
308;2
309;0
310;0
311;0
312;0
313;1
314;1
315;1
316;0
317;0
318;0
319;0
320;0
321;0
322;0
323;0
324;1
325;0
326;0
327;0
328;1
329;1
330;3
331;0
332;1
333;1
334;1
335;1
336;1
337;0
338;1
339;0
340;1
341;0
342;1
343;1
344;0
345;1
346;0
347;3
348;0
349;1
350;1
351;0
352;3
353;2
354;1
355;1
356;2
357;0
358;1
359;0
360;1
361;0
362;0
363;2
364;1
365;0
366;2
367;0
368;0
369;1
370;0
371;4
372;1
373;0
374;0
375;0
376;1
377;1
378;1
379;0
380;2
381;0
382;2
383;0
384;0
385;1
386;2
387;0
388;3
389;0
390;2
391;1
392;0
393;2
394;0
395;2
396;1
397;0
398;1
399;0
400;1
401;1
402;0
403;1
404;0
405;0
406;0
407;0
408;0
409;0
410;2
411;0
412;0
413;0
414;0
415;0
416;0
417;0
418;0
419;0
420;1
421;1
422;2
423;0
424;0
425;0
426;0
427;0
428;0
429;1
430;0
431;0
432;0
433;1
434;0
435;1
436;0
437;2
438;0
439;0
440;0
441;1
442;1
443;0
444;0
445;0
446;0
447;1
448;1
449;0
450;0
451;0
452;1
453;0
454;2
455;1
456;0
457;2
458;1
459;0
460;1
461;0
462;0
463;1
464;1
465;0
466;1
467;2
468;0
469;0
470;0
471;1
472;0
473;0
474;1
475;0
476;0
477;0
478;3
479;0
480;0
481;0
482;1
483;1
484;1
485;0
486;0
487;0
488;0
489;1
490;3
491;0
492;0
493;0
494;0
495;0
496;0
497;0
498;1
499;0
500;0
501;2
502;0
503;0
504;0
505;3
506;0
507;0
508;1
509;0
510;0
511;1
512;0
513;2
514;1
515;0
516;1
517;1
518;1
519;1
520;0
521;0
522;2
523;0
524;1
525;0
526;0
527;1
528;0
529;1
530;0
531;1
532;0
533;3
534;0
535;0
536;0
537;0
538;0
539;2
540;1
541;0
542;0
543;0
544;1
545;0
546;0
547;0
548;2
549;0
550;1
551;2
552;0
553;0
554;1
555;1
556;0
557;0
558;1
559;1
560;2
561;1
562;1
563;1
564;1
565;1
566;0
567;0
568;1
569;0
570;0
571;0
572;0
573;2
574;0
575;0
576;2
577;0
578;0
579;1
580;3
581;1
582;1
583;0
584;1
585;1
586;0
587;2
588;0
589;1
590;1
591;0
592;0
593;0
594;0
595;0
596;0
597;2
598;0
599;0
600;2
601;0
602;0
603;0
604;0
605;1
606;1
607;0
608;2
609;2
610;0
611;1
612;1
613;1
614;0
615;1
616;1
617;0
618;0
619;1
620;1
621;2
622;0
623;0
624;1
625;2
626;1
627;0
628;0
629;0
630;2
631;0
632;0
633;1
634;0
635;1
636;0
637;1
638;1
639;0
640;3
641;0
642;0
643;1
644;1
645;0
646;1
647;1
648;0
649;0
650;1
651;1
652;2
653;0
654;0
655;3
656;2
657;0
658;0
659;1
660;0
661;0
662;0
663;1
664;0
665;0
666;0
667;0
668;1
669;1
670;0
671;0
672;1
673;0
674;2
675;0
676;0
677;0
678;0
679;0
680;0
681;0
682;0
683;1
684;2
685;0
686;4
687;0
688;1
689;0
690;1
691;0
692;0
693;0
694;2
695;0
696;0
697;0
698;2
699;1
700;0
701;3
702;0
703;1
704;2
705;0
706;0
707;0
708;0
709;1
710;1
711;1
712;0
713;2
714;0
715;1
716;0
717;0
718;1
719;1
720;1
721;2
722;0
723;0
724;0
725;0
726;1
727;1
728;0
729;1
730;0
731;1
732;1
733;0
734;1
735;1
736;1
737;0
738;0
739;1
740;1
741;1
742;0
743;0
744;1
745;1
746;0
747;0
748;0
749;1
750;2
751;1
752;0
753;0
754;1
755;0
756;0
757;0
758;0
759;1
760;1
761;2
762;0
763;0
764;0
765;1
766;0
767;2
768;1
769;1
770;2
771;3
772;0
773;0
774;0
775;2
776;1
777;0
778;0
779;0
780;2
781;0
782;0
783;0
784;0
785;1
786;0
787;0
788;1
789;0
790;2
791;1
792;1
793;1
794;0
795;1
796;0
797;1
798;0
799;1
800;0
801;0
802;0
803;0
804;0
805;2
806;0
807;0
808;1
809;1
810;0
811;0
812;2
813;0
814;3
815;1
816;0
817;0
818;1
819;1
820;1
821;2
822;1
823;0
824;1
825;1
826;2
827;1
828;2
829;0
830;1
831;1
832;0
833;0
834;0
835;1
836;0
837;3
838;0
839;0
840;0
841;0
842;1
843;2
844;2
845;0
846;0
847;1
848;0
849;2
850;0
851;2
852;1
853;2
854;0
855;0
856;0
857;1
858;0
859;0
860;0
861;1
862;1
863;0
864;1
865;0
866;0
867;0
868;2
869;1
870;1
871;2
872;0
873;0
874;0
875;1
876;1
877;0
878;0
879;1
880;0
881;0
882;0
883;0
884;0
885;0
886;0
887;0
888;0
889;0
890;0
891;5
892;0
893;0
894;0
895;0
896;0
897;1
898;1
899;1
900;0
901;1
902;0
903;1
904;1
905;0
906;0
907;0
908;1
909;1
910;0
911;0
912;0
913;0
914;1
915;1
916;0
917;2
918;1
919;1
920;0
921;0
922;1
923;0
924;1
925;0
926;0
927;1
928;0
929;0
930;1
931;0
932;0
933;0
934;0
935;1
936;2
937;0
938;0
939;1
940;0
941;0
942;1
943;0
944;0
945;1
946;0
947;0
948;1
949;0
950;0
951;2
952;1
953;3
954;1
955;1
956;2
957;0
958;0
959;0
960;0
961;1
962;0
963;2
964;0
965;0
966;0
967;1
968;0
969;0
970;0
971;0
972;0
973;0
974;2
975;0
976;0
977;0
978;1
979;2
980;0
981;4
982;0
983;0
984;1
985;0
986;1
987;1
988;0
989;0
990;0
991;0
992;0
993;1
994;0
995;1
996;2
997;0
998;0
999;0
1000;0
1001;0
1002;0
1003;0
1004;0
1005;0
1006;1
1007;1
1008;0
1009;0
1010;0
1011;0
1012;0
1013;0
1014;0
1015;1
1016;0
1017;1
1018;1
1019;3
1020;1
1021;1
1022;0
1023;2
1024;1
1025;0
1026;0
1027;1
1028;1
1029;1
1030;0
1031;0
1032;1
1033;1
1034;2
1035;0
1036;2
1037;0
1038;0
1039;0
1040;0
1041;0
1042;1
1043;0
1044;1
1045;1
1046;0
1047;0
1048;1
1049;1
1050;1
1051;0
1052;0
1053;1
1054;0
1055;0
1056;0
1057;1
1058;1
1059;0
1060;0
1061;1
